,price,momentum_score,amount_to_invest,num_shares,investment_pct,support,support_date,timestamp
XLE,58.43,0.19446345405869503,33000.0,564,0.33,55.33000183105469,2026-03-04 00:00:00-05:00,2026-03-18 23:22:09
XLU,46.73,0.06824635839168623,33000.0,706,0.33,45.959999084472656,2026-03-12 00:00:00-04:00,2026-03-18 23:22:09
BSV,78.37,N/A,33000.0,421,0.33,78.31999969482422,2026-03-12 00:00:00-04:00,2026-03-18 23:22:09
