,symbol,momentum_score
0,XLE,0.19446345405869503
1,XLU,0.06824635839168623
2,XLB,0.03905777691658219
3,XLP,0.020214108763246814
4,XLRE,0.016644019869748422
5,XLK,-0.005595949928822145
6,XLC,-0.010774202630403686
7,XLV,-0.01266954971130739
8,XLY,-0.056103111565249095
9,XLF,-0.07733102316831826
