,price,momentum_score,amount_to_invest,num_shares,investment_pct,support,support_date,timestamp
VWO,56.59,0.079960537243277,30000.0,530,0.25,55.47999954223633,2026-01-20 00:00:00-05:00,2026-03-18 07:56:46
SGOL,46.625,0.176782150819895,30000.0,643,0.25,43.2400016784668,2026-01-16 00:00:00-05:00,2026-03-18 07:56:46
BCI,21.661,0.1323364582087891,30000.0,1384,0.25,20.174999237060547,2026-01-16 00:00:00-05:00,2026-03-18 07:56:46
VEA,66.35,0.1002073186551626,30000.0,452,0.25,64.16000366210938,2026-01-20 00:00:00-05:00,2026-03-18 07:56:46
VWO,56.59,0.0799482710752689,30000.0,530,0.25,55.47999954223633,2026-01-20 00:00:00-05:00,2026-03-18 07:56:46
SGOL,44.685,0.1429778725360716,30000.0,671,0.25,43.810001373291016,2026-02-02 00:00:00-05:00,2026-03-18 07:56:46
VEA,66.33,0.1003417289003242,30000.0,452,0.25,64.16000366210938,2026-01-20 00:00:00-05:00,2026-03-18 07:56:46
VWO,56.4155,0.0775024882834816,30000.0,531,0.25,55.47999954223633,2026-01-20 00:00:00-05:00,2026-03-18 07:56:46
BCI,20.71,0.0749185487841439,30000.0,1448,0.25,20.584999084472656,2026-02-02 00:00:00-05:00,2026-03-18 07:56:46
SGOL,44.33,0.1015579959406346,30000.0,676,0.25,43.810001373291016,2026-02-02 00:00:00-05:00,2026-03-18 07:56:46
VEA,66.315,0.0768144913810763,30000.0,452,0.25,64.16000366210938,2026-01-20 00:00:00-05:00,2026-03-18 07:56:46
BCI,20.66,0.0730998823049569,30000.0,1452,0.25,20.584999084472656,2026-02-02 00:00:00-05:00,2026-03-18 07:56:46
VWO,56.475,0.0590613171305062,30000.0,531,0.25,55.47999954223633,2026-01-20 00:00:00-05:00,2026-03-18 07:56:46
SGOL,45.955,0.1226607482497506,30000.0,652,0.25,43.810001373291016,2026-02-02 00:00:00-05:00,2026-03-18 07:56:46
BCI,20.96,0.0838816969247062,30000.0,1431,0.25,20.51499938964844,2026-02-02 00:00:00-05:00,2026-03-18 07:56:46
VEA,65.965,0.0706486925531066,30000.0,454,0.25,64.33999633789062,2026-01-21 00:00:00-05:00,2026-03-18 07:56:46
VWO,56.045,0.0520433941362582,30000.0,535,0.25,55.81999969482422,2026-01-21 00:00:00-05:00,2026-03-18 07:56:46
SGOL,45.82,0.1248120596836792,30000.0,654,0.25,43.810001373291016,2026-02-02 00:00:00-05:00,2026-03-18 07:56:46
BCI,20.93,0.0828174146654347,30000.0,1433,0.25,20.51499938964844,2026-02-02 00:00:00-05:00,2026-03-18 07:56:46
VEA,65.9,0.0721030541604737,30000.0,455,0.25,65.11000061035156,2026-01-23 00:00:00-05:00,2026-03-18 07:56:46
VWO,56.04,0.053105071171656,30000.0,535,0.25,55.900001525878906,2026-02-05 00:00:00-05:00,2026-03-18 07:56:46
SGOL,48.4,0.1622101568212412,30000.0,619,0.25,43.810001373291016,2026-02-02 00:00:00-05:00,2026-03-18 07:56:46
VEA,68.37,0.0993531024250862,30000.0,438,0.25,65.80000305175781,2026-02-05 00:00:00-05:00,2026-03-18 07:56:46
BCI,21.21,0.0926335497295646,30000.0,1414,0.25,20.51499938964844,2026-02-02 00:00:00-05:00,2026-03-18 07:56:46
VWO,57.75,0.0760023062936728,30000.0,519,0.25,55.900001525878906,2026-02-05 00:00:00-05:00,2026-03-18 07:56:46
SGOL,48.4,0.1622101568212412,30000.0,619,0.25,43.810001373291016,2026-02-02 00:00:00-05:00,2026-03-18 07:56:46
VEA,68.37,0.0993531039749445,30000.0,438,0.25,65.80000305175781,2026-02-05 00:00:00-05:00,2026-03-18 07:56:46
BCI,21.21,0.0926335497295646,30000.0,1414,0.25,20.51499938964844,2026-02-02 00:00:00-05:00,2026-03-18 07:56:46
VWO,57.75,0.0760023076698262,30000.0,519,0.25,55.900001525878906,2026-02-05 00:00:00-05:00,2026-03-18 07:56:46
SGOL,47.49,0.1494832106710515,30000.0,631,0.25,45.65999984741211,2026-02-05 00:00:00-05:00,2026-03-18 07:56:46
VEA,68.81,0.1040020872635759,30000.0,435,0.25,65.80000305175781,2026-02-05 00:00:00-05:00,2026-03-18 07:56:46
BCI,21.1,0.0888082742565491,30000.0,1421,0.25,20.57999992370605,2026-02-17 00:00:00-05:00,2026-03-18 07:56:46
VWO,57.95,0.0785920765104852,30000.0,517,0.25,55.900001525878906,2026-02-05 00:00:00-05:00,2026-03-18 07:56:46
SGOL,49.51,0.177100864736917,30000.0,605,0.25,46.20000076293945,2026-02-17 00:00:00-05:00,2026-03-18 07:56:46
VEA,70.31,0.1194135574292352,30000.0,426,0.25,67.83000183105469,2026-02-17 00:00:00-05:00,2026-03-18 07:56:46
BCI,21.56,0.1045451593064838,30000.0,1391,0.25,20.57999992370605,2026-02-17 00:00:00-05:00,2026-03-18 07:56:46
VWO,58.27,0.0826987370976803,30000.0,514,0.25,57.150001525878906,2026-02-17 00:00:00-05:00,2026-03-18 07:56:46
SGOL,48.895,0.1229441407807416,30000.0,613,0.25,46.20000076293945,2026-02-17 00:00:00-05:00,2026-03-18 07:56:46
BCI,22.3,0.0954636517720966,30000.0,1345,0.25,20.57999992370605,2026-02-17 00:00:00-05:00,2026-03-18 07:56:46
VEA,66.63,0.0430878517831158,30000.0,450,0.25,64.91500091552734,2026-03-03 00:00:00-05:00,2026-03-18 07:56:46
BSV,78.85,,30000.0,380,0.25,78.70999908447266,2026-03-03 00:00:00-05:00,2026-03-18 07:56:46
SGOL,48.91,0.1231598794269372,30000.0,613,0.25,47.209999084472656,2026-02-18 00:00:00-05:00,2026-03-18 07:56:46
BCI,22.34,0.0967723738194982,30000.0,1342,0.25,20.90999984741211,2026-02-18 00:00:00-05:00,2026-03-18 07:56:46
VEA,67.38,0.0579390104353016,30000.0,445,0.25,64.91999816894531,2026-03-03 00:00:00-05:00,2026-03-18 07:56:46
BSV,78.77,,30000.0,380,0.25,78.69999694824219,2026-03-03 00:00:00-05:00,2026-03-18 07:56:46
BCI,24.08,0.1494938346150617,30000.0,1245,0.25,22.049999237060547,2026-03-02 00:00:00-05:00,2026-03-18 07:56:46
SGOL,47.78,0.1065284730800279,30000.0,627,0.25,47.58000183105469,2026-03-03 00:00:00-05:00,2026-03-18 07:56:46
BSV,78.38,,60000.0,765,0.5,78.31999969482422,2026-03-12 00:00:00-04:00,2026-03-18 07:56:46
BCI,23.97,0.1463875204721202,30000.0,1251,0.25,22.049999237060547,2026-03-03 00:00:00-05:00,2026-03-18 07:56:46
SGOL,47.62,0.10410978990026365,30000.0,629,0.25,47.380001068115234,2026-03-16 00:00:00-04:00,2026-03-18 07:56:46
BSV,78.57,N/A,60000.0,763,0.5,78.31999969482422,2026-03-12 00:00:00-04:00,2026-03-18 07:56:46
